datatime,temp,tempmin,tempmax,precip,windgust,winddir,windspeed,dew,humidity,pressure,solarradiation,snow,Temp_Range,feelslike,feelslikemax,feelslikemin,heat_index
2024-04-02,59.72,44.6,75.02,0,10.06623,270,4.47388,0.1,37.5,1002.3,6025.000048,0,16.9,59.72,75.02,44.6,77.98499414
2024-04-03,61.88,57.02,67.46,0,7.605596,110,4.026492,7.4,55.9,996.6,1994.44446,0,5.8,61.88,67.46,57.02,79.64981956
2024-04-04,59.9,54.32,68.54,0,11.632088,50,6.487126,5.5,52.1,1004.4,4297.222257,0,7.9,59.9,68.54,54.32,80.48019587
2024-04-05,57.2,50.36,65.84,0,11.632088,230,5.59235,3.9,51.3,1008.6,4752.777816,0,8.6,57.2,65.84,50.36,82.49656778
2024-04-06,54.86,46.4,66.02,0,11.408394,230,4.250186,1,48.6,1008.8,4858.333372,0,10.9,54.86,66.02,46.4,84.27930181
2024-04-07,58.64,45.86,74.12,0,13.197946,270,4.47388,-1.8,33.4,1007.6,6500.000052,0,15.7,58.64,74.12,45.86,77.13424778
2024-04-08,61.16,51.8,73.04,0,11.632088,290,4.697574,4.3,46.5,1006.3,4011.111143,0,11.8,61.16,73.04,51.8,79.13996743
2024-04-09,59.54,51.08,69.44,0,17.671826,50,7.82929,-1.8,32.4,1010.2,7133.33339,0,10.2,59.54,69.44,51.08,76.60601775
2024-04-10,56.84,50.36,65.3,0,11.632088,290,5.816044,6.5,62.6,1014.2,4272.222256,0,8.3,56.84,65.3,50.36,84.05723697
2024-04-11,59.9,53.06,69.98,0,7.605596,250,4.026492,7.5,61,1011.1,3966.666698,0,9.4,59.9,69.98,53.06,81.01366756
2024-04-12,62.96,53.6,75.56,0,9.618842,250,4.697574,8.9,59.6,1008.1,6552.77783,0,12.2,62.96,75.56,53.6,79.31962226
2024-04-13,66.38,52.16,81.14,0,9.842536,250,4.250186,8.1,52.4,1007.3,7125.000057,0,16.1,66.38,82.17974605,52.16,78.62473962
2024-04-14,69.44,56.48,84.92,0,11.855782,270,4.250186,8.1,47.1,1006.1,6925.000055,0,15.8,69.44,85.67076976,56.48,78.95200808
2024-04-15,60.8,53.06,68,0.67322871,11.408394,50,5.59235,11.5,77.4,1000.2,883.3333404,0,8.3,60.8,68,53.06,79.32661476
2024-04-16,55.94,52.7,64.22,0.09055123,9.171454,180,5.59235,10.1,82.6,1001.8,3736.111141,0,6.4,55.94,64.22,52.7,83.80088733
2024-04-17,59,49.46,71.24,0,9.171454,250,4.921268,7.7,65.3,1001.9,6444.444496,0,12.1,59,71.24,49.46,81.76649464
2024-04-18,63.14,51.26,76.82,0,10.961006,290,4.921268,6.7,53.3,1000.1,7069.444501,0,14.2,63.14,76.82,51.26,79.03876437
2024-04-19,63.68,52.7,75.74,0,9.842536,200,4.697574,7.1,51.8,1002,6527.77783,0,12.8,63.68,75.74,52.7,78.80655255
2024-04-20,58.82,55.4,62.96,0.18897648,12.974252,50,6.71082,10.7,77.3,1000.1,1238.888899,0,4.2,58.82,62.96,55.4,80.95659966
2024-04-21,62.96,55.94,71.06,0,12.30317,50,8.500372,10.4,65.5,1000.8,3294.444471,0,8.4,62.96,71.06,55.94,79.27543392
2024-04-22,65.84,59,75.38,0,11.632088,50,6.934514,7.8,49.4,1003,5372.222265,0,9.1,65.84,75.38,59,78.42012992
2024-04-23,63.14,55.76,75.56,0,12.079476,50,8.052984,7.8,55,1001,5322.222265,0,11,63.14,75.56,55.76,79.12569326
2024-04-24,55.76,51.8,61.7,0.3543309,12.079476,250,6.71082,9.7,80.1,997.8,2647.222243,0,5.5,55.76,61.7,51.8,84.54442796
2024-04-25,57.92,50.54,69.44,0,7.381902,270,4.250186,9.8,75.6,1001.5,5163.88893,0,10.5,57.92,69.44,50.54,82.17135537
2024-04-26,64.04,52.52,78.8,0,11.408394,250,4.250186,9.2,61.1,1000,6594.444497,0,14.6,64.04,78.8,52.52,79.04453695
2024-04-27,64.76,52.7,79.16,0,10.06623,250,4.250186,8.7,56.4,1001.2,7841.666729,0,14.7,64.76,79.16,52.7,78.83921822
2024-04-28,69.26,55.4,84.02,0,7.605596,230,3.579104,9.9,53.5,1002.5,6983.333389,0,15.9,69.26,85.93259762,55.4,79.36497326
2024-04-29,69.62,62.42,78.98,0,12.30317,70,6.71082,9.1,48,998.2,5933.333381,0,9.2,69.62,78.98,62.42,79.08950025
2024-04-30,65.48,60.8,72.5,0,9.842536,250,4.921268,11.1,62.5,996.1,4986.111151,0,6.5,65.48,72.5,60.8,78.92681682
2024-05-01,65.3,57.02,75.2,0,9.618842,50,5.368656,5.9,46,1001.8,7236.111169,0,10.1,65.3,75.2,57.02,78.16580288
2024-05-02,64.58,54.32,74.66,0,11.632088,250,5.368656,6.3,48.4,1007.7,7977.777842,0,11.3,64.58,74.66,54.32,78.41167312
2024-05-03,67.46,53.96,82.22,0,8.052984,270,4.250186,7.1,46.9,1007.8,7855.555618,0,15.7,67.46,82.5444775,53.96,78.39828888
2024-05-04,70.52,58.28,83.3,0,9.618842,250,4.250186,8.2,44.8,1005.6,7391.666726,0,13.9,70.52,83.34162498,58.28,79.21818123
2024-05-05,64.04,60.26,69.08,1.90157583,12.526864,200,5.59235,15.4,87.4,998.5,602.7777826,0,4.9,64.04,69.08,60.26,77.09374718
2024-05-06,57.02,56.12,60.26,0.48425223,10.961006,200,6.934514,12.7,92.9,996.8,752.7777838,0,2.3,57.02,60.26,56.12,79.45616775
2024-05-07,55.94,53.96,59,0.09448824,10.961006,70,6.71082,9.1,77.3,1001.6,1319.444455,0,2.8,55.94,59,53.96,84.66679417
2024-05-08,58.46,48.2,70.52,0,10.961006,250,5.144962,6.3,58.8,1007.8,7558.333394,0,12.4,58.46,70.52,48.2,82.15051314
2024-05-09,60.98,51.62,71.24,0,13.197946,200,6.487126,8.4,63.6,1007.9,7547.222283,0,10.9,60.98,71.24,51.62,80.26545738
2024-05-10,64.22,54.5,74.84,0,12.30317,230,5.816044,7.9,55.6,1007.3,7783.333396,0,11.3,64.22,74.84,54.5,78.88875719
2024-05-11,62.6,57.2,71.6,1.24803217,20.356154,200,7.82929,13.2,80,1001.2,1588.888902,0,8,62.6,71.6,57.2,78.18716449
2024-05-12,61.88,53.42,70.88,0,12.974252,290,6.039738,9.3,65,1000.6,8030.55562,0,9.7,61.88,70.88,53.42,79.7326652
2024-05-13,64.94,53.42,76.1,0,11.855782,270,5.144962,7.4,51.9,1004,8358.3334,0,12.6,64.94,76.1,53.42,78.61237857
2024-05-14,65.84,54.86,76.46,0,11.855782,270,5.368656,5,43.3,1005.3,8338.888956,0,12,65.84,76.46,54.86,77.92976526
2024-05-15,54.68,44.96,65.84,0.81102406,14.763804,320,6.039738,7.7,74.3,1002.4,2319.444463,0,11.6,54.68,65.84,44.96,87.07432891
2024-05-16,56.66,44.42,67.64,0.00393701,12.750558,250,6.934514,5.3,61.3,999.6,8708.333403,0,12.9,56.66,67.64,44.42,84.21074073
2024-05-17,64.94,51.44,76.82,0,9.395148,200,4.921268,10.7,63.6,1003.7,6777.777832,0,14.1,64.94,76.82,51.44,78.93770043
2024-05-18,69.26,60.8,79.7,0,10.961006,270,4.47388,13.7,65.3,1006.6,7466.666726,0,10.5,69.26,79.7,60.8,80.20736391
2024-05-19,70.7,60.62,82.22,0,10.06623,270,4.250186,13.5,63.1,1004.9,8052.777842,0,12,70.7,85.35964007,60.62,81.02207741
2024-05-20,66.92,62.24,73.04,0,10.289924,250,5.144962,14.8,75,1005.2,3180.555581,0,6,66.92,73.04,62.24,79.19439265
2024-05-21,71.06,61.34,82.94,0,8.052984,290,4.250186,15,68.1,1008,7325.000059,0,12,71.06,87.76715085,61.34,81.91983463
2024-05-22,68.9,61.52,77.9,0,9.618842,270,5.144962,14.1,68.9,1005.7,7611.111172,0,9.1,68.9,77.9,61.52,80.2045768
2024-05-23,68.36,60.44,79.52,0,9.618842,290,5.59235,13.6,67.9,1001.1,8361.111178,0,10.6,68.36,79.52,60.44,79.82643116
2024-05-24,68.18,60.26,76.46,0,10.513618,320,4.697574,15.4,75.1,1002.5,5697.222268,0,9,68.18,76.46,60.26,79.96923524
2024-05-25,70.52,65.66,76.46,0,8.500372,160,4.026492,13.7,62.8,1004.8,4816.666705,0,6,70.52,76.46,65.66,80.85425304
2024-05-26,67.82,62.6,74.66,0.34251987,12.750558,230,6.039738,14.7,74.3,995.6,2833.333356,0,6.7,67.82,74.66,62.6,79.7043214
2024-05-27,65.3,57.38,72.68,0,14.316416,270,7.381902,10.8,63.4,993.5,7469.444504,0,8.5,65.3,72.68,57.38,78.92966873
2024-05-28,68.72,57.74,78.98,0,10.289924,320,5.59235,10.2,54.8,996.7,7652.777839,0,11.8,68.72,78.98,57.74,79.25208962
2024-05-29,70.16,59.72,80.24,0,10.961006,290,4.697574,10.1,51.6,1002.2,8161.111176,0,11.4,70.16,81.18009988,59.72,79.61161578
2024-05-30,69.26,61.16,76.28,0,7.605596,320,3.579104,9.5,49.1,1001,3602.777807,0,8.4,69.26,76.28,61.16,79.03816531
2024-05-31,68.72,62.42,77.72,0.0393701,13.42164,270,5.816044,11.9,60,999.7,8419.444512,0,8.5,68.72,77.72,62.42,79.58329019
2024-06-01,69.26,63.5,77.36,0,11.855782,270,6.263432,12.3,61.3,1000,7505.555616,0,7.7,69.26,77.36,63.5,79.92736501
2024-06-02,68.72,60.26,78.44,0,11.408394,290,6.039738,9.8,51.9,999.6,7972.222286,0,10.1,68.72,78.44,60.26,79.05566512
2024-06-03,71.96,60.26,83.66,0,9.395148,20,5.368656,9.5,47.4,1000.6,8319.444511,0,13,71.96,84.19653318,60.26,80.21528254
2024-06-04,73.04,61.34,84.74,0,9.171454,50,5.368656,8.9,42.1,1005.3,8658.333403,0,13,73.04,84.4284919,61.34,80.41031246
2024-06-05,74.48,64.58,86.18,0,10.513618,290,4.250186,13.4,53.9,1007.4,6983.333389,0,12,74.48,89.34511884,64.58,83.08476868
2024-06-06,75.38,66.74,88.52,0,9.618842,270,4.47388,14,54.3,1005.9,6797.222277,0,12.1,75.38,93.67593064,66.74,84.1203147
2024-06-07,73.58,64.94,82.4,0.03149608,8.94776,250,4.250186,12.9,54.3,1003.1,5669.44449,0,9.7,73.58,83.93524428,64.94,82.28579439
2024-06-08,68.54,64.22,77,0.66535469,8.724066,230,3.579104,16.5,79.5,998.8,2694.444466,0,7.1,68.54,77,64.22,80.40810198
2024-06-09,73.22,63.32,83.84,0,10.06623,270,4.026492,16.4,68.9,997.9,7883.333396,0,11.4,73.22,89.78888611,63.32,84.60089902
2024-06-10,76.46,66.2,87.98,0,10.289924,200,4.921268,17.4,66.3,997,7380.555615,0,12.1,76.46,98.17993623,66.2,88.95255401
2024-06-11,77.72,71.06,88.88,0,10.513618,250,5.368656,17.3,62.4,997,7547.222283,0,9.9,77.72,98.32503847,71.06,89.74331008
2024-06-12,76.64,66.56,89.24,0,10.513618,290,4.697574,16.1,60.8,995.6,7702.777839,0,12.6,76.64,98.32347876,66.56,87.43072809
2024-06-13,79.52,68,91.04,0,9.618842,250,4.026492,15,51.4,994.5,8277.777844,0,12.8,79.52,97.31191458,68,88.79866367
2024-06-14,79.34,70.52,91.4,0,13.197946,290,5.144962,16.4,56,995,6733.333387,0,11.6,79.34,100.6512393,70.52,90.09828848
2024-06-15,75.56,71.24,82.76,0.24015761,8.724066,270,4.250186,18.7,72.3,993.6,4363.888924,0,6.4,75.56,88.50789817,71.24,89.41557046
2024-06-16,75.74,67.82,85.1,0,11.1847,250,6.263432,14.9,58.4,996.3,8338.888956,0,9.6,75.74,88.93230556,67.82,85.48930553
2024-06-17,76.64,66.02,86.36,0,11.1847,270,5.368656,12.4,48.4,997.5,7825.000063,0,11.3,76.64,87.96284104,66.02,84.34515253
2024-06-18,78.8,68.72,91.22,0,9.395148,270,4.697574,16.9,59.5,996.6,8116.666732,0,12.5,78.8,102.3586931,68.72,90.51888756
2024-06-19,83.84,70.52,96.44,0,8.94776,250,3.579104,17.7,54.3,997.9,7847.222285,0,14.4,85.86315086,112.2878485,70.52,97.80083483
2024-06-20,84.92,74.12,95.72,0,8.500372,160,4.47388,15.6,45.1,994.1,7219.444502,0,12,85.23471417,103.4997801,74.12,95.35831829
2024-06-21,82.58,73.22,93.02,0,10.737312,200,4.47388,16.3,49.8,992.2,6875.000055,0,11,83.3786291,100.5947041,73.22,93.17912118
2024-06-22,75.56,72.68,78.98,0.64960665,7.605596,50,4.47388,20.4,80.6,988.3,997.2222302,0,3.5,75.56,78.98,72.68,92.63691894
2024-06-23,77.18,72.5,86.18,0.20078751,11.632088,200,4.921268,21.1,79.5,988.6,5233.333375,0,7.6,77.18,100.0945158,72.5,96.31383262
2024-06-24,75.74,70.16,82.22,0,12.079476,230,6.487126,18.3,70.4,993.2,5450.000044,0,6.7,75.74,86.94540292,70.16,89.08837466
2024-06-25,73.22,66.38,80.96,0,13.869028,270,6.71082,14.9,61.9,1000.2,7011.111167,0,8.1,73.22,83.28375996,66.38,83.21142322
2024-06-26,76.82,66.02,88.88,0,11.1847,230,4.250186,16.3,61,1004.5,7677.777839,0,12.7,76.82,97.59295209,66.02,87.77081314
2024-06-27,79.34,69.08,88.88,0,8.94776,110,3.579104,16.1,55,1001.3,6622.222275,0,11,79.34,94.68903453,69.08,89.73299192
2024-06-28,79.88,70.34,90.5,0,10.513618,290,4.697574,16.3,54.6,997.1,8011.111175,0,11.2,79.88,97.85174753,70.34,90.47093179
2024-06-29,80.06,70.88,90.14,1.50787483,12.30317,140,4.921268,19,65.1,992.7,5683.333379,0,10.7,82.46023755,103.0935674,70.88,95.63149671
2024-06-30,74.3,71.6,76.82,1.26771722,16.105968,200,8.276678,21.4,88.5,987.6,1080.555564,0,2.9,74.3,76.82,71.6,92.55431457
2024-07-01,79.34,71.6,88.34,0,7.605596,250,4.026492,19.8,69.1,993.9,6858.333388,0,9.3,79.34,100.633558,71.6,96.15830374
2024-07-02,73.76,71.42,77.36,2.56299351,11.855782,70,6.263432,21.4,90,994,536.1111154,0,3.3,73.76,77.36,71.42,91.6272337
2024-07-03,76.46,74.48,78.62,0.03149608,12.30317,180,8.052984,21,80.3,998,2475.00002,0,2.3,76.46,78.62,74.48,94.79312797
2024-07-04,80.24,73.76,87.08,0.14173236,14.763804,200,6.71082,21.7,74.8,996.2,5225.000042,0,7.4,83.99519697,100.2753819,73.76,102.115766
2024-07-05,74.12,70.34,78.98,0.16141741,17.000744,200,7.381902,19.7,80.5,994.4,3125.000025,0,4.8,74.12,78.98,70.34,89.27119998
2024-07-06,77.18,71.78,86,0.11023628,14.54011,200,7.158208,22.2,84.1,992.9,1900.000015,0,7.9,77.18,101.9609842,71.78,98.84989987
2024-07-07,75.92,70.7,82.76,1.12992187,9.395148,160,4.026492,21.6,85.1,994.3,3080.55558,0,6.7,75.92,92.27238455,70.7,95.63317016
2024-07-08,74.84,73.58,76.1,0.83070911,8.94776,180,4.026492,22.6,93.4,992.8,933.3333408,0,1.4,74.84,76.1,73.58,96.25523957
2024-07-09,76.1,72.86,80.06,0.01181103,10.513618,230,4.026492,22,86.9,994.2,2158.333351,0,4,76.1,85.34288762,72.86,97.06603687
2024-07-10,79.88,72.86,87.98,0.05511814,10.961006,340,4.921268,22.1,77.1,990,5566.666711,0,8.4,79.88,104.3380566,72.86,102.6513955
2024-07-11,78.26,73.94,84.02,0,8.276678,230,4.697574,21.8,79.6,991.9,6038.888937,0,5.6,78.26,93.88443497,73.94,99.42758367
2024-07-12,78.08,71.24,86.36,0,7.605596,250,3.579104,21.6,79.5,992.7,3702.777807,0,8.4,78.08,100.6481328,71.24,98.84134324
2024-07-13,82.58,74.3,91.94,0,9.395148,160,4.250186,21.6,70,995.3,6538.888941,0,9.8,87.55031806,111.9860138,74.3,105.4559391
2024-07-14,83.12,76.82,89.78,0.01574804,8.500372,50,5.368656,21.2,65.9,999.2,6205.555605,0,7.2,87.53761392,102.6236586,76.82,103.7971559
2024-07-15,83.12,76.1,88.34,0,8.276678,50,5.368656,21,64.6,1001.1,5036.111151,0,6.8,87.20772042,98.18205799,76.1,102.8231697
2024-07-16,80.6,76.28,87.26,0.6692917,11.408394,160,5.144962,22.7,78.4,999.9,3422.22225,0,6.1,85.2642536,102.8439255,76.28,105.9178499
2024-07-17,77.72,75.38,82.58,3.88976588,15.211192,200,5.59235,23.9,91.6,997.6,966.6666744,0,4,77.72,93.85119201,75.38,105.5058344
2024-07-18,75.74,73.58,78.08,5.07086888,16.77705,180,4.921268,23.5,95.3,992,686.1111166,0,2.5,75.74,78.08,73.58,100.355148
2024-07-19,80.6,75.56,87.44,0.00393701,9.171454,230,4.921268,23,80.1,995.4,6025.000048,0,6.6,85.54929695,104.4421548,75.56,107.2773971
2024-07-20,80.96,77.18,87.08,0.58661449,13.645334,180,6.039738,23.4,80.4,995.8,3727.777808,0,5.5,86.4170681,103.4404129,77.18,108.7919014
2024-07-21,79.7,72.5,85.64,0.33464585,18.566602,230,8.052984,23.4,83.6,996.9,3188.888914,0,7.3,79.7,100.5061747,72.5,106.9044351
2024-07-22,79.88,75.74,82.22,3.14567099,17.671826,200,6.934514,24.6,89,995.4,1136.11112,0,3.6,79.88,91.87659382,75.74,112.0975907
2024-07-23,79.52,78.44,81.14,0.0787402,14.316416,230,7.158208,24.2,87.9,994.4,1366.666678,0,1.5,79.52,88.42020717,78.44,109.700464
2024-07-24,82.58,78.8,87.62,0.57874047,12.079476,250,5.816044,25.2,85,994.5,4252.777812,0,4.9,91.72416422,108.2136317,78.8,119.6499997
2024-07-25,83.84,77.72,89.96,0.99606353,11.1847,110,4.026492,24.8,79.8,996.3,3930.555587,0,6.8,93.4688905,113.0231316,77.72,119.2408309
2024-07-26,83.66,77.36,90.86,0.21653555,12.30317,140,5.144962,25.2,81.9,999.8,5080.555596,0,7.5,93.74081301,118.2329577,77.36,120.855415
2024-07-27,84.02,81.5,89.06,1.31889835,10.06623,200,3.802798,25.7,83.6,1004.1,3536.111139,0,4.2,95.43885952,112.6168578,88.41161687,124.4430637
2024-07-28,84.56,81.14,89.96,0,15.211192,200,7.158208,24.4,76,1002.5,5091.666707,0,4.9,93.93647513,110.0910995,85.96911673,117.8940377
2024-07-29,81.32,80.24,82.04,0,14.763804,230,8.500372,24.4,84,999,725.0000058,0,1,88.03837454,89.9372207,85.35016432,113.3782758
2024-07-30,83.48,79.34,89.42,0,9.618842,230,6.263432,24.4,78.8,997.4,4430.555591,0,5.6,92.1603515,110.3133907,79.34,116.7108155
2024-07-31,84.92,80.6,91.94,0,10.06623,200,5.816044,24.2,74.5,996.5,4838.888928,0,6.3,94.26570592,115.7841735,84.63200389,117.6187891
